0.648867,0.443059,0
-0.98057,0.0680583,0
1.05128,2.51743,0
1.84084,1.66875,0
0.657898,1.75872,0
1.28778,1.20671,0
1.52376,-0.417682,0
1.42108,1.72,0
-0.76181,1.07915,0
2.95419,0.894393,0
-0.14106,0.770019,0
-0.888854,0.687071,0
1.94946,1.28557,0
-1.39199,1.18456,0
0.631422,0.190121,0
1.3686,0.0366663,0
1.50118,0.423205,0
-0.532332,0.922964,0
0.688059,2.18902,0
1.55416,0.387515,0
0.647307,3.36975,0
1.90897,1.28318,0
2.51743,1.60414,0
-0.0405701,1.04361,0
0.00891083,-0.569442,0
1.08074,-0.40291,0
2.20106,1.045,0
-1.54229,-0.313065,0
1.82037,0.805845,0
1.96688,-1.47162,0
0.802106,-0.0150155,0
0.859711,1.83805,0
0.163965,1.01726,0
1.17309,-0.232009,0
1.53129,-2.18592,0
0.728647,1.96935,0
0.305571,1.31932,0
0.411721,2.59228,0
0.751108,2.2668,0
1.7804,0.256924,0
1.14645,2.13636,0
1.83278,1.44756,0
2.73683,1.05559,0
2.08295,2.20219,0
-1.87469,0.173316,0
-0.574275,3.7528,0
1.74605,0.0894511,0
1.5944,-4.64916e-05,0
0.69936,1.33237,0
0.711845,1.43797,0
2.25699,0.869937,0
2.97985,1.87226,0
-0.451003,1.56809,0
1.06175,1.69058,0
0.528974,0.0694824,0
1.30655,-0.0491982,0
2.50769,1.75078,0
1.61014,-0.183061,0
-0.072625,0.981029,0
1.92929,-0.283187,0
2.51148,0.906212,0
0.991274,1.43425,0
2.12271,1.13152,0
0.433606,1.33299,0
2.60499,2.67788,0
-0.374434,0.458505,0
0.378411,-0.872597,0
1.47202,1.37195,0
2.29956,-1.27453,0
1.0534,1.75145,0
1.50761,-0.0563641,0
0.143299,2.52543,0
0.376735,1.92117,0
2.64774,0.374246,0
1.16036,2.67477,0
1.06941,2.74435,0
0.829368,0.982188,0
0.973383,1.81518,0
0.498015,1.53203,0
2.54691,1.45614,0
0.075521,0.546531,0
1.79607,1.48595,0
1.93372,1.23251,0
2.51974,2.08956,0
2.80014,0.536377,0
0.545791,0.96905,0
1.85684,0.522081,0
0.169338,2.50459,0
0.677879,0.322533,0
1.84179,1.41098,0
1.62681,0.398247,0
-0.149508,0.0918338,0
1.27556,1.43351,0
1.96768,2.9404,0
0.379895,1.20262,0
0.692025,1.37414,0
1.73259,-1.159,0
-0.58364,1.46177,0
0.539969,0.122603,0
0.464126,0.720923,0
0.306845,1.50686,0
0.953805,1.1172,0
0.755539,0.33243,0
1.59553,1.97485,0
1.16165,-1.48099,0
-0.702173,0.890163,0
0.551141,1.08728,0
0.869559,1.34635,0
1.58561,-0.0616952,0
0.334093,2.35993,0
-0.076266,0.55181,0
0.299781,0.883871,0
0.676561,0.179916,0
-0.546503,1.14775,0
0.729022,1.57277,0
0.0710578,0.520928,0
1.0715,0.609116,0
2.26346,0.287247,0
-0.083121,0.693231,0
0.49111,2.16285,0
2.18709,1.28865,0
0.28283,0.663599,0
1.16944,1.50222,0
0.8738,0.346146,0
1.27099,0.765209,0
1.55824,1.16728,0
2.01453,0.835701,0
0.0765774,0.518942,0
1.0982,-0.184872,0
1.81802,2.5992,0
0.970744,1.51511,0
-0.944109,1.41889,0
0.763677,-0.154768,0
0.314505,0.888856,0
1.76234,2.65463,0
0.612944,0.988864,0
1.01059,0.527677,0
2.24659,1.39943,0
1.92501,1.72046,0
0.0904844,0.636858,0
2.92058,1.65971,0
0.605367,1.35301,0
3.43356,0.537717,0
2.25263,0.526996,0
0.254273,2.15745,0
0.425451,1.33977,0
-0.622912,1.74596,0
1.23255,1.86129,0
-0.0289444,2.26603,0
1.56573,0.6158,0
-0.532834,1.22063,0
1.17661,1.37029,0
1.64614,1.46213,0
1.45655,1.07912,0
-0.193893,1.58846,0
1.37967,1.76319,0
0.179211,0.701788,0
-0.839077,1.83781,0
1.34544,0.657729,0
1.61272,0.401189,0
0.0744045,-0.985393,0
1.41101,-0.159582,0
2.38482,1.42188,0
2.73284,0.756261,0
2.34279,1.71968,0
0.896343,1.83281,0
1.8044,-0.308633,0
2.39352,1.60485,0
-0.516742,0.513437,0
0.13192,-1.62071,0
1.36198,2.00645,0
-0.282319,0.397903,0
0.70711,1.48921,0
1.36755,2.4121,0
1.38883,0.0477194,0
0.340245,0.549416,0
-0.466138,2.3255,0
1.71964,-0.117247,0
-0.419351,0.0955052,0
1.92099,2.91882,0
1.61308,0.660514,0
1.66294,-0.814076,0
2.18812,-1.12133,0
1.66834,-0.243276,0
1.10586,0.0760718,0
-0.611215,0.470854,0
1.34385,1.24503,0
-0.324912,1.48731,0
1.00411,2.21054,0
0.79129,3.35754,0
0.352871,-0.254883,0
0.491163,-0.356117,0
-0.00885952,1.81639,0
0.742863,0.731251,0
0.536175,0.801408,0
1.72357,1.21066,0
2.36033,0.510945,0
0.682683,1.33291,0
0.267604,1.81578,0
0.873712,-0.425044,0
1.43373,0.401797,0
0.834545,0.714329,0
2.35478,3.27478,0
2.21026,1.47596,0
0.301816,1.59496,0
2.76405,1.0717,0
-0.0120952,2.67981,0
3.02312,0.279903,0
1.59543,1.61552,0
2.83515,1.46173,0
0.871735,0.352972,0
-0.901957,0.530761,0
1.52261,-0.0622438,0
1.76401,0.385497,0
3.11281,1.12884,0
1.50197,1.84665,0
-0.484921,-0.223636,0
0.159998,1.7372,0
2.98534,1.50677,0
0.416308,1.4087,0
2.01018,0.358251,0
0.810595,0.295253,0
-1.33234,1.60799,0
1.62437,-0.691165,0
0.131369,0.477391,0
1.24501,1.12656,0
